"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
49;"technician";"married";"secondary";"no";-147;"yes";"no";"cellular";20;"apr";390;1;-1;0;"unknown";"no"
35;"services";"married";"secondary";"no";0;"yes";"no";"cellular";18;"may";146;2;-1;0;"unknown";"no"
28;"blue-collar";"single";"secondary";"no";0;"yes";"no";"unknown";28;"may";386;1;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";172;"no";"no";"cellular";19;"aug";145;7;-1;0;"unknown";"no"
31;"admin.";"single";"secondary";"no";-407;"no";"yes";"cellular";7;"jul";230;1;-1;0;"unknown";"no"
36;"management";"divorced";"tertiary";"no";649;"no";"no";"cellular";16;"jul";237;2;91;1;"failure";"no"
49;"blue-collar";"single";"primary";"no";1040;"no";"no";"cellular";8;"jul";474;2;-1;0;"unknown";"no"
30;"unemployed";"married";"secondary";"no";142;"yes";"no";"unknown";20;"may";350;4;-1;0;"unknown";"no"
29;"services";"single";"secondary";"no";209;"yes";"no";"cellular";28;"jul";487;7;-1;0;"unknown";"no"
50;"management";"married";"unknown";"no";3304;"no";"no";"unknown";5;"jun";1009;2;-1;0;"unknown";"no"
26;"student";"single";"tertiary";"no";294;"no";"no";"cellular";5;"mar";87;1;91;2;"success";"yes"
27;"housemaid";"married";"secondary";"no";4848;"yes";"yes";"telephone";23;"jul";82;3;-1;0;"unknown";"no"
32;"blue-collar";"single";"secondary";"no";1670;"yes";"no";"cellular";18;"may";183;1;-1;0;"unknown";"no"
62;"unknown";"married";"secondary";"no";367;"no";"no";"telephone";2;"mar";139;5;-1;0;"unknown";"no"
34;"blue-collar";"single";"secondary";"no";13683;"yes";"no";"unknown";3;"jun";115;3;-1;0;"unknown";"no"
25;"admin.";"single";"tertiary";"no";1420;"no";"no";"cellular";8;"apr";124;2;-1;0;"unknown";"no"
34;"management";"single";"tertiary";"no";340;"yes";"no";"unknown";3;"jun";633;28;-1;0;"unknown";"no"
44;"technician";"single";"secondary";"no";1679;"no";"no";"telephone";20;"oct";718;1;-1;0;"unknown";"yes"
38;"management";"married";"tertiary";"no";1198;"yes";"no";"cellular";2;"feb";63;1;-1;0;"unknown";"no"
57;"admin.";"married";"secondary";"no";169;"no";"no";"cellular";14;"aug";180;1;106;2;"failure";"no"
36;"self-employed";"married";"tertiary";"no";506;"no";"no";"cellular";25;"aug";47;1;120;1;"failure";"no"
41;"entrepreneur";"married";"secondary";"no";1249;"yes";"no";"cellular";9;"jul";391;1;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";678;"no";"yes";"unknown";4;"jul";85;3;-1;0;"unknown";"no"
27;"management";"single";"tertiary";"no";212;"yes";"no";"cellular";15;"may";373;1;-1;0;"unknown";"no"
37;"technician";"divorced";"secondary";"no";23;"no";"no";"cellular";20;"aug";289;2;-1;0;"unknown";"no"
47;"management";"single";"tertiary";"no";4402;"no";"no";"telephone";10;"dec";805;1;190;1;"other";"yes"
31;"services";"divorced";"primary";"no";459;"yes";"no";"cellular";7;"may";623;1;293;1;"success";"yes"
39;"self-employed";"married";"secondary";"no";4722;"yes";"no";"unknown";17;"jun";483;1;-1;0;"unknown";"no"
35;"admin.";"divorced";"tertiary";"no";1555;"yes";"no";"unknown";9;"may";26;2;-1;0;"unknown";"no"
40;"blue-collar";"married";"secondary";"no";61;"yes";"no";"unknown";7;"may";112;3;-1;0;"unknown";"no"
38;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";17;"nov";213;2;-1;0;"unknown";"no"
31;"technician";"married";"secondary";"no";3706;"yes";"no";"cellular";20;"nov";129;1;-1;0;"unknown";"no"
36;"blue-collar";"married";"primary";"no";1177;"no";"no";"cellular";15;"apr";330;1;311;4;"success";"yes"
53;"management";"married";"primary";"no";2096;"no";"no";"unknown";9;"jun";104;1;-1;0;"unknown";"no"
59;"blue-collar";"married";"primary";"no";748;"no";"no";"unknown";29;"may";184;1;-1;0;"unknown";"no"
29;"management";"single";"tertiary";"no";3357;"no";"no";"cellular";21;"jul";120;3;-1;0;"unknown";"no"
30;"admin.";"single";"secondary";"no";3809;"yes";"no";"unknown";3;"jun";159;4;-1;0;"unknown";"no"
52;"admin.";"married";"secondary";"no";395;"yes";"no";"unknown";15;"may";391;3;-1;0;"unknown";"no"
55;"blue-collar";"married";"secondary";"no";1011;"yes";"no";"cellular";12;"aug";112;2;-1;0;"unknown";"no"
56;"blue-collar";"married";"primary";"no";420;"yes";"no";"unknown";9;"may";76;1;-1;0;"unknown";"no"
32;"admin.";"married";"secondary";"no";76;"yes";"no";"unknown";21;"may";189;2;-1;0;"unknown";"no"
24;"blue-collar";"married";"secondary";"no";0;"no";"no";"unknown";28;"may";94;1;-1;0;"unknown";"no"
51;"blue-collar";"married";"primary";"no";844;"yes";"no";"unknown";29;"may";184;3;-1;0;"unknown";"no"
36;"management";"married";"tertiary";"no";1318;"yes";"no";"cellular";7;"aug";100;2;-1;0;"unknown";"no"
36;"technician";"married";"tertiary";"no";167;"yes";"no";"cellular";28;"jan";57;1;-1;0;"unknown";"no"
42;"management";"married";"tertiary";"no";2187;"yes";"no";"cellular";17;"nov";525;3;-1;0;"unknown";"yes"
49;"admin.";"married";"secondary";"no";14440;"yes";"no";"cellular";21;"nov";60;1;-1;0;"unknown";"no"
48;"management";"married";"secondary";"no";2294;"yes";"no";"unknown";26;"may";251;11;-1;0;"unknown";"no"
36;"management";"married";"secondary";"no";80;"yes";"no";"unknown";30;"may";251;3;-1;0;"unknown";"no"
48;"management";"married";"primary";"no";2537;"no";"no";"cellular";26;"aug";219;6;-1;0;"unknown";"no"
30;"technician";"married";"tertiary";"no";569;"no";"no";"cellular";27;"aug";976;12;-1;0;"unknown";"yes"
27;"management";"single";"tertiary";"yes";0;"no";"yes";"cellular";8;"jul";46;1;-1;0;"unknown";"no"
38;"entrepreneur";"married";"tertiary";"no";0;"yes";"no";"cellular";18;"nov";185;3;-1;0;"unknown";"no"
36;"technician";"single";"secondary";"yes";12;"no";"no";"cellular";12;"aug";587;2;-1;0;"unknown";"yes"
45;"technician";"married";"secondary";"no";49;"no";"no";"cellular";29;"jul";65;2;-1;0;"unknown";"no"
44;"housemaid";"married";"tertiary";"no";460;"no";"no";"unknown";17;"jun";491;1;-1;0;"unknown";"no"
42;"technician";"married";"secondary";"no";613;"yes";"no";"cellular";11;"may";432;2;-1;0;"unknown";"no"
37;"entrepreneur";"married";"tertiary";"no";7944;"no";"no";"cellular";21;"nov";102;1;-1;0;"unknown";"no"
48;"blue-collar";"married";"secondary";"no";1143;"yes";"no";"cellular";17;"apr";264;1;317;1;"failure";"no"
57;"retired";"married";"primary";"no";-464;"yes";"no";"cellular";4;"feb";75;1;190;6;"failure";"no"
44;"services";"married";"secondary";"no";1989;"yes";"yes";"cellular";20;"apr";106;2;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";17;"yes";"yes";"cellular";17;"nov";81;1;-1;0;"unknown";"no"
56;"retired";"married";"primary";"no";-1;"no";"no";"cellular";27;"aug";89;23;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";1698;"yes";"no";"unknown";6;"jun";95;2;-1;0;"unknown";"no"
47;"blue-collar";"married";"secondary";"no";5306;"yes";"no";"unknown";15;"may";322;1;-1;0;"unknown";"no"
54;"housemaid";"married";"unknown";"no";0;"no";"no";"cellular";14;"apr";94;5;145;3;"other";"no"
51;"retired";"divorced";"secondary";"no";1679;"no";"no";"cellular";12;"aug";417;1;365;9;"other";"yes"
47;"admin.";"married";"secondary";"no";3676;"no";"no";"cellular";18;"oct";567;1;95;3;"success";"yes"
25;"management";"married";"tertiary";"no";-242;"yes";"yes";"cellular";18;"may";600;4;332;4;"other";"yes"
39;"services";"single";"secondary";"no";471;"no";"no";"unknown";15;"oct";5;1;-1;0;"unknown";"no"
40;"management";"married";"tertiary";"no";8902;"yes";"no";"cellular";14;"aug";464;5;-1;0;"unknown";"no"
38;"management";"single";"tertiary";"no";1704;"no";"no";"cellular";1;"sep";222;1;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";3050;"yes";"no";"cellular";13;"may";469;1;-1;0;"unknown";"yes"
53;"housemaid";"married";"primary";"no";2581;"no";"no";"cellular";15;"apr";99;1;-1;0;"unknown";"no"
32;"services";"married";"secondary";"no";162;"yes";"no";"unknown";14;"may";297;2;-1;0;"unknown";"no"
35;"blue-collar";"married";"secondary";"no";243;"yes";"no";"cellular";20;"apr";41;3;-1;0;"unknown";"no"
24;"student";"single";"secondary";"no";1847;"no";"no";"cellular";9;"dec";390;1;-1;0;"unknown";"no"
58;"blue-collar";"married";"primary";"no";0;"yes";"no";"unknown";29;"may";535;2;-1;0;"unknown";"no"
49;"management";"married";"primary";"no";3371;"no";"no";"cellular";11;"nov";269;2;-1;0;"unknown";"yes"
45;"services";"single";"secondary";"no";1757;"yes";"no";"cellular";20;"apr";1010;3;326;1;"other";"no"
55;"management";"married";"tertiary";"no";171;"yes";"no";"cellular";8;"aug";73;6;-1;0;"unknown";"no"
42;"entrepreneur";"married";"tertiary";"no";157;"yes";"yes";"unknown";7;"may";650;1;-1;0;"unknown";"no"
28;"admin.";"married";"secondary";"no";934;"yes";"no";"unknown";4;"jul";53;2;-1;0;"unknown";"no"
48;"blue-collar";"married";"secondary";"no";-19;"no";"yes";"unknown";4;"jul";270;1;-1;0;"unknown";"no"
51;"management";"single";"tertiary";"yes";-55;"yes";"no";"cellular";18;"aug";119;6;-1;0;"unknown";"no"
38;"housemaid";"married";"primary";"no";21;"no";"no";"cellular";26;"aug";634;2;-1;0;"unknown";"no"
27;"blue-collar";"single";"secondary";"no";14;"no";"no";"unknown";14;"may";72;2;-1;0;"unknown";"no"
50;"technician";"single";"secondary";"no";246;"yes";"no";"cellular";17;"nov";270;1;123;2;"failure";"no"
44;"blue-collar";"married";"primary";"no";887;"yes";"no";"cellular";12;"may";165;2;363;1;"failure";"no"
40;"management";"married";"tertiary";"no";51;"no";"no";"cellular";19;"aug";164;2;-1;0;"unknown";"no"
29;"services";"single";"secondary";"no";-287;"yes";"no";"cellular";18;"may";196;1;-1;0;"unknown";"no"
34;"services";"married";"secondary";"no";0;"yes";"no";"cellular";14;"jul";78;4;-1;0;"unknown";"no"
44;"self-employed";"single";"tertiary";"no";2734;"yes";"no";"cellular";12;"may";897;4;-1;0;"unknown";"yes"
50;"entrepreneur";"married";"tertiary";"no";52;"no";"no";"cellular";31;"jul";22;8;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";2594;"yes";"no";"cellular";21;"nov";161;3;-1;0;"unknown";"no"
54;"retired";"divorced";"primary";"no";22;"no";"no";"unknown";20;"jun";23;4;-1;0;"unknown";"no"
34;"technician";"married";"tertiary";"no";1611;"yes";"no";"cellular";11;"may";490;2;-1;0;"unknown";"no"
34;"admin.";"single";"tertiary";"no";18;"yes";"yes";"cellular";30;"apr";359;1;-1;0;"unknown";"yes"
52;"blue-collar";"married";"primary";"no";1331;"yes";"no";"cellular";29;"jul";213;2;-1;0;"unknown";"no"
60;"unknown";"married";"unknown";"no";7337;"no";"no";"cellular";4;"aug";122;1;-1;0;"unknown";"no"
39;"management";"single";"secondary";"no";835;"yes";"no";"unknown";29;"may";587;4;-1;0;"unknown";"no"
58;"retired";"married";"primary";"no";5092;"no";"no";"unknown";11;"jun";199;6;-1;0;"unknown";"no"
41;"technician";"divorced";"secondary";"no";52;"no";"no";"cellular";20;"aug";261;2;-1;0;"unknown";"no"
48;"technician";"married";"secondary";"no";10655;"no";"no";"telephone";31;"jul";5;3;-1;0;"unknown";"no"
58;"management";"married";"tertiary";"no";1831;"no";"no";"cellular";17;"nov";1531;1;-1;0;"unknown";"no"
40;"self-employed";"married";"primary";"no";92;"yes";"no";"unknown";13;"may";92;1;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"no";586;"yes";"yes";"cellular";6;"may";179;2;-1;0;"unknown";"no"
52;"blue-collar";"divorced";"primary";"no";1758;"yes";"no";"unknown";15;"may";41;1;-1;0;"unknown";"no"
50;"self-employed";"married";"secondary";"no";2061;"yes";"yes";"cellular";29;"jan";197;2;244;3;"failure";"no"
25;"technician";"single";"secondary";"no";959;"no";"no";"cellular";9;"jul";144;5;-1;0;"unknown";"no"
54;"retired";"married";"primary";"no";208;"no";"no";"unknown";12;"may";255;1;-1;0;"unknown";"no"
34;"services";"married";"secondary";"no";-315;"yes";"no";"unknown";8;"may";56;2;-1;0;"unknown";"no"
48;"management";"married";"tertiary";"yes";-13;"yes";"no";"cellular";15;"may";20;6;291;2;"other";"no"
37;"admin.";"married";"tertiary";"no";801;"no";"no";"cellular";11;"aug";331;7;-1;0;"unknown";"no"
66;"retired";"married";"tertiary";"no";1948;"no";"no";"cellular";28;"jan";216;1;91;4;"success";"yes"
32;"management";"single";"tertiary";"no";751;"yes";"no";"unknown";8;"may";64;1;-1;0;"unknown";"no"
45;"blue-collar";"married";"secondary";"no";784;"yes";"yes";"unknown";3;"jun";34;1;-1;0;"unknown";"no"
43;"blue-collar";"single";"secondary";"no";24;"no";"no";"cellular";12;"may";68;1;363;1;"failure";"no"
41;"management";"married";"tertiary";"no";72;"yes";"no";"unknown";7;"may";764;3;-1;0;"unknown";"no"
40;"technician";"divorced";"tertiary";"no";1871;"yes";"no";"cellular";17;"nov";64;1;-1;0;"unknown";"no"
44;"services";"single";"secondary";"no";1378;"yes";"no";"unknown";8;"may";257;2;-1;0;"unknown";"no"
43;"blue-collar";"married";"primary";"no";188;"yes";"no";"cellular";12;"may";58;3;347;5;"failure";"no"
30;"unknown";"single";"tertiary";"no";6836;"no";"no";"cellular";27;"feb";30;3;-1;0;"unknown";"no"
32;"services";"married";"secondary";"no";61;"yes";"no";"cellular";8;"jul";529;5;-1;0;"unknown";"no"
57;"admin.";"married";"secondary";"no";-967;"yes";"no";"telephone";15;"may";8;7;-1;0;"unknown";"no"
31;"blue-collar";"single";"tertiary";"no";462;"yes";"yes";"unknown";19;"may";147;1;-1;0;"unknown";"no"
49;"unknown";"married";"secondary";"no";0;"no";"no";"cellular";28;"aug";173;2;-1;0;"unknown";"no"
31;"admin.";"single";"secondary";"no";5527;"yes";"no";"unknown";21;"may";132;1;-1;0;"unknown";"no"
41;"admin.";"married";"tertiary";"no";1287;"no";"no";"unknown";16;"jun";286;1;-1;0;"unknown";"no"
44;"management";"married";"tertiary";"no";17361;"no";"no";"unknown";18;"jun";476;1;-1;0;"unknown";"no"
54;"entrepreneur";"married";"unknown";"no";1956;"no";"no";"cellular";19;"nov";221;5;-1;0;"unknown";"no"
37;"blue-collar";"divorced";"secondary";"no";0;"yes";"no";"cellular";21;"apr";146;4;-1;0;"unknown";"yes"
34;"management";"married";"secondary";"no";-294;"yes";"no";"unknown";27;"may";532;2;-1;0;"unknown";"no"
43;"technician";"married";"secondary";"no";275;"no";"no";"cellular";25;"aug";69;6;-1;0;"unknown";"no"
44;"management";"married";"tertiary";"no";724;"yes";"no";"cellular";17;"nov";157;2;172;1;"failure";"no"
44;"services";"married";"secondary";"no";27;"no";"no";"cellular";25;"may";485;1;-1;0;"unknown";"no"
53;"admin.";"divorced";"secondary";"no";26;"yes";"no";"cellular";7;"may";56;1;359;1;"failure";"no"
36;"technician";"married";"secondary";"no";191;"no";"no";"cellular";31;"aug";69;1;-1;0;"unknown";"no"
58;"technician";"divorced";"secondary";"no";-123;"no";"no";"cellular";5;"aug";131;2;-1;0;"unknown";"no"
26;"student";"single";"secondary";"no";-147;"no";"no";"unknown";4;"jun";95;2;-1;0;"unknown";"no"
34;"technician";"single";"secondary";"no";179;"no";"no";"cellular";19;"aug";294;3;-1;0;"unknown";"no"
55;"blue-collar";"married";"primary";"no";1086;"yes";"no";"cellular";6;"may";146;1;272;2;"failure";"no"
55;"blue-collar";"married";"secondary";"no";471;"yes";"no";"unknown";30;"may";58;2;-1;0;"unknown";"no"
34;"entrepreneur";"married";"tertiary";"no";105;"yes";"no";"unknown";28;"may";249;2;-1;0;"unknown";"no"
41;"entrepreneur";"divorced";"secondary";"no";1588;"yes";"yes";"unknown";20;"jun";10;8;-1;0;"unknown";"no"
38;"housemaid";"divorced";"secondary";"no";70;"no";"no";"cellular";27;"oct";255;3;148;1;"success";"yes"
28;"blue-collar";"single";"secondary";"no";2700;"no";"no";"cellular";3;"feb";337;4;-1;0;"unknown";"no"
41;"technician";"married";"secondary";"no";1602;"yes";"no";"cellular";2;"jun";142;1;-1;0;"unknown";"no"
30;"admin.";"married";"tertiary";"no";0;"yes";"no";"cellular";24;"jul";209;2;-1;0;"unknown";"no"
39;"technician";"married";"unknown";"no";839;"no";"no";"unknown";30;"may";825;2;-1;0;"unknown";"no"
41;"admin.";"married";"secondary";"no";21515;"yes";"no";"unknown";5;"jun";87;1;-1;0;"unknown";"no"
36;"technician";"married";"secondary";"no";5902;"yes";"no";"unknown";23;"may";219;4;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";547;"yes";"yes";"unknown";21;"may";143;1;-1;0;"unknown";"no"
59;"self-employed";"married";"tertiary";"no";3800;"no";"yes";"cellular";9;"jul";70;1;-1;0;"unknown";"no"
26;"technician";"single";"secondary";"no";261;"yes";"no";"unknown";27;"may";371;2;-1;0;"unknown";"no"
43;"technician";"married";"secondary";"no";0;"yes";"yes";"cellular";4;"feb";539;8;204;5;"failure";"no"
42;"management";"married";"secondary";"yes";-34;"no";"no";"cellular";5;"feb";176;1;-1;0;"unknown";"no"
46;"blue-collar";"married";"unknown";"no";9328;"yes";"no";"cellular";5;"may";725;3;-1;0;"unknown";"yes"
31;"admin.";"married";"secondary";"no";5;"yes";"yes";"cellular";16;"jul";101;7;-1;0;"unknown";"no"
43;"unemployed";"married";"secondary";"no";3529;"no";"no";"cellular";5;"feb";169;2;-1;0;"unknown";"no"
48;"blue-collar";"single";"tertiary";"no";2330;"yes";"no";"unknown";4;"jun";15;1;-1;0;"unknown";"no"
41;"blue-collar";"married";"secondary";"no";1334;"yes";"no";"cellular";20;"apr";234;5;-1;0;"unknown";"no"
32;"self-employed";"married";"tertiary";"no";3601;"no";"no";"cellular";22;"aug";171;15;-1;0;"unknown";"no"
45;"technician";"married";"tertiary";"no";265;"no";"no";"cellular";28;"aug";14;3;-1;0;"unknown";"no"
52;"admin.";"single";"unknown";"no";2227;"no";"no";"cellular";24;"feb";242;2;-1;0;"unknown";"yes"
37;"self-employed";"married";"secondary";"no";487;"no";"yes";"cellular";27;"aug";155;15;-1;0;"unknown";"no"
38;"blue-collar";"divorced";"secondary";"no";0;"yes";"no";"cellular";11;"may";580;1;173;1;"failure";"no"
36;"services";"single";"secondary";"no";174;"yes";"no";"unknown";7;"may";223;2;-1;0;"unknown";"no"
58;"retired";"married";"secondary";"no";14412;"no";"no";"cellular";18;"nov";297;1;-1;0;"unknown";"no"
37;"management";"married";"tertiary";"no";3288;"no";"no";"cellular";8;"aug";124;2;-1;0;"unknown";"no"
30;"technician";"single";"secondary";"no";57;"no";"no";"cellular";2;"feb";465;2;-1;0;"unknown";"no"
47;"technician";"married";"secondary";"no";2246;"yes";"no";"cellular";10;"jul";330;1;-1;0;"unknown";"no"
40;"technician";"married";"secondary";"no";4441;"yes";"no";"cellular";20;"nov";153;2;183;2;"failure";"no"
42;"management";"divorced";"tertiary";"no";0;"no";"no";"unknown";19;"may";131;2;-1;0;"unknown";"no"
71;"unknown";"married";"tertiary";"no";353;"no";"no";"cellular";27;"jan";208;1;93;2;"failure";"no"
54;"blue-collar";"married";"secondary";"no";448;"yes";"yes";"cellular";5;"aug";98;1;-1;0;"unknown";"no"
53;"entrepreneur";"married";"primary";"no";27;"yes";"no";"telephone";10;"sep";230;3;-1;0;"unknown";"yes"
33;"blue-collar";"divorced";"secondary";"no";474;"no";"no";"cellular";22;"jul";400;2;-1;0;"unknown";"no"
30;"technician";"single";"tertiary";"no";1185;"yes";"no";"cellular";30;"apr";284;1;339;1;"failure";"no"
39;"services";"divorced";"secondary";"no";282;"yes";"no";"cellular";17;"jul";243;1;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"no";2;"yes";"no";"cellular";15;"may";16;9;309;1;"failure";"no"
34;"technician";"single";"secondary";"no";60;"no";"no";"cellular";7;"aug";274;2;-1;0;"unknown";"no"
39;"self-employed";"single";"tertiary";"no";3972;"no";"no";"cellular";30;"jul";122;3;-1;0;"unknown";"no"
75;"retired";"married";"secondary";"no";26452;"no";"no";"telephone";15;"jul";219;2;-1;0;"unknown";"no"
33;"admin.";"divorced";"secondary";"no";818;"yes";"yes";"cellular";16;"apr";301;3;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";9374;"yes";"no";"cellular";21;"nov";7;8;185;1;"failure";"no"
37;"technician";"married";"unknown";"no";47;"no";"no";"unknown";19;"jun";374;3;-1;0;"unknown";"no"
69;"retired";"married";"primary";"no";279;"no";"no";"telephone";12;"aug";26;1;-1;0;"unknown";"no"
52;"unemployed";"married";"primary";"no";20;"yes";"no";"telephone";28;"jan";172;1;-1;0;"unknown";"no"
31;"admin.";"divorced";"secondary";"no";360;"no";"no";"cellular";15;"may";332;1;297;2;"other";"no"
28;"technician";"single";"secondary";"no";1532;"no";"no";"cellular";22;"may";253;1;107;5;"failure";"no"
29;"management";"single";"tertiary";"no";1673;"no";"no";"cellular";16;"aug";200;2;159;3;"other";"no"
46;"services";"married";"secondary";"no";2420;"no";"no";"cellular";19;"nov";405;2;-1;0;"unknown";"no"
28;"blue-collar";"married";"secondary";"no";100;"yes";"yes";"unknown";27;"may";132;2;-1;0;"unknown";"no"
41;"admin.";"married";"secondary";"no";0;"no";"no";"unknown";20;"jun";89;1;-1;0;"unknown";"no"
42;"technician";"divorced";"secondary";"no";1533;"no";"yes";"cellular";5;"aug";86;1;-1;0;"unknown";"no"
34;"admin.";"single";"secondary";"no";296;"no";"no";"cellular";7;"jul";147;4;-1;0;"unknown";"no"
28;"blue-collar";"married";"secondary";"no";2788;"yes";"no";"unknown";6;"jun";369;2;-1;0;"unknown";"yes"
43;"management";"single";"secondary";"no";109;"yes";"no";"unknown";27;"may";64;3;-1;0;"unknown";"no"
32;"technician";"married";"secondary";"no";485;"no";"no";"cellular";26;"aug";98;14;-1;0;"unknown";"no"
33;"technician";"single";"tertiary";"no";125;"no";"no";"telephone";29;"aug";66;2;-1;0;"unknown";"no"
70;"retired";"married";"secondary";"no";616;"no";"no";"cellular";27;"apr";149;2;182;1;"failure";"no"
36;"services";"married";"secondary";"no";3064;"yes";"no";"telephone";26;"aug";240;3;107;4;"failure";"no"
53;"technician";"married";"secondary";"no";206;"no";"no";"cellular";26;"aug";87;6;-1;0;"unknown";"no"
30;"blue-collar";"single";"secondary";"no";6900;"no";"no";"cellular";21;"nov";816;1;-1;0;"unknown";"no"
45;"services";"divorced";"secondary";"no";-179;"no";"no";"unknown";3;"jul";155;2;-1;0;"unknown";"no"
31;"services";"single";"secondary";"no";481;"yes";"no";"cellular";20;"nov";106;2;183;2;"failure";"no"
28;"admin.";"married";"secondary";"no";12;"yes";"no";"cellular";30;"jan";73;3;256;3;"other";"no"
45;"blue-collar";"married";"primary";"no";0;"no";"no";"unknown";23;"may";574;5;-1;0;"unknown";"no"
51;"management";"married";"tertiary";"no";176;"yes";"yes";"unknown";1;"jun";8;1;687;2;"failure";"no"
53;"management";"married";"primary";"no";4086;"no";"no";"unknown";20;"jun";14;3;-1;0;"unknown";"no"
40;"technician";"married";"secondary";"no";257;"yes";"no";"unknown";16;"may";731;4;-1;0;"unknown";"no"
53;"blue-collar";"married";"primary";"no";53;"yes";"no";"cellular";7;"apr";208;1;140;1;"failure";"no"
31;"blue-collar";"divorced";"secondary";"no";6;"yes";"no";"cellular";29;"jan";821;1;-1;0;"unknown";"no"
30;"management";"married";"tertiary";"no";562;"no";"no";"cellular";21;"aug";137;4;-1;0;"unknown";"no"
53;"entrepreneur";"married";"secondary";"no";-118;"yes";"no";"unknown";9;"may";101;3;-1;0;"unknown";"no"
40;"blue-collar";"married";"primary";"no";2805;"yes";"no";"cellular";14;"may";173;6;353;23;"failure";"no"
26;"management";"single";"secondary";"no";565;"yes";"no";"unknown";6;"jun";582;11;-1;0;"unknown";"no"
47;"blue-collar";"married";"secondary";"no";0;"yes";"no";"cellular";21;"jul";676;1;-1;0;"unknown";"no"
51;"management";"married";"tertiary";"no";1612;"no";"no";"cellular";16;"mar";384;1;182;5;"failure";"no"
45;"unemployed";"married";"primary";"no";180;"yes";"yes";"unknown";27;"may";62;2;-1;0;"unknown";"no"
35;"management";"married";"tertiary";"no";0;"yes";"no";"cellular";21;"jul";295;3;-1;0;"unknown";"no"
36;"management";"single";"tertiary";"no";876;"yes";"no";"unknown";23;"may";241;2;-1;0;"unknown";"no"
57;"admin.";"married";"secondary";"no";2137;"no";"no";"telephone";8;"jul";132;7;-1;0;"unknown";"no"
42;"blue-collar";"married";"primary";"no";260;"yes";"no";"telephone";31;"jul";175;2;-1;0;"unknown";"no"
32;"blue-collar";"married";"secondary";"yes";-53;"yes";"no";"cellular";16;"apr";648;1;272;1;"other";"yes"
30;"management";"married";"tertiary";"no";944;"no";"no";"cellular";29;"oct";251;2;-1;0;"unknown";"yes"
36;"technician";"married";"secondary";"no";2394;"no";"no";"cellular";14;"aug";184;2;-1;0;"unknown";"no"
43;"technician";"married";"secondary";"no";297;"yes";"no";"cellular";14;"oct";119;3;-1;0;"unknown";"no"
69;"retired";"single";"tertiary";"no";2144;"no";"no";"cellular";29;"jul";417;1;184;4;"success";"yes"
31;"technician";"single";"tertiary";"no";969;"no";"no";"cellular";15;"jun";95;1;-1;0;"unknown";"no"
35;"technician";"married";"secondary";"no";0;"no";"no";"cellular";14;"jul";125;2;-1;0;"unknown";"no"
26;"entrepreneur";"married";"tertiary";"no";37;"yes";"yes";"cellular";6;"may";207;1;363;2;"failure";"no"
46;"technician";"married";"secondary";"no";410;"no";"yes";"cellular";21;"nov";162;5;-1;0;"unknown";"no"
30;"technician";"married";"secondary";"no";1211;"yes";"no";"cellular";18;"may";176;1;-1;0;"unknown";"no"
33;"management";"single";"tertiary";"no";71;"no";"no";"cellular";22;"aug";107;6;-1;0;"unknown";"no"
34;"management";"married";"tertiary";"no";436;"yes";"no";"cellular";17;"apr";28;1;345;1;"failure";"no"
48;"blue-collar";"married";"primary";"no";559;"yes";"no";"unknown";15;"may";1231;2;-1;0;"unknown";"no"
31;"management";"married";"tertiary";"no";1170;"no";"no";"cellular";20;"aug";200;4;-1;0;"unknown";"no"
46;"management";"divorced";"tertiary";"no";25;"no";"no";"unknown";26;"may";103;2;-1;0;"unknown";"no"
40;"services";"married";"secondary";"no";1325;"no";"no";"unknown";11;"jun";150;2;-1;0;"unknown";"no"
39;"entrepreneur";"married";"secondary";"no";0;"no";"no";"cellular";21;"nov";108;7;-1;0;"unknown";"no"
33;"technician";"single";"secondary";"no";647;"yes";"yes";"cellular";4;"feb";124;1;273;1;"other";"no"
50;"blue-collar";"married";"primary";"no";2142;"yes";"no";"cellular";29;"jan";309;2;224;1;"other";"no"
84;"retired";"divorced";"primary";"no";639;"no";"no";"telephone";18;"may";353;3;-1;0;"unknown";"yes"
40;"blue-collar";"married";"primary";"no";177;"yes";"yes";"telephone";21;"jul";742;4;-1;0;"unknown";"no"
55;"management";"married";"tertiary";"no";236;"no";"no";"cellular";4;"aug";200;1;-1;0;"unknown";"no"
40;"services";"divorced";"secondary";"no";1959;"yes";"no";"unknown";30;"may";177;1;-1;0;"unknown";"no"
46;"admin.";"married";"primary";"no";96;"no";"no";"telephone";4;"feb";151;2;-1;0;"unknown";"no"
43;"self-employed";"single";"tertiary";"no";0;"no";"no";"unknown";19;"jun";147;1;-1;0;"unknown";"no"
